注文日,注文番号,商品,単価,販売数量,売上金額
2016/7/7,A69378,ABC1078,3379,95,321005
2016/7/7,A23585,ABC1079,1839,51,93789
2016/7/7,A53004,ABC1080,8427,87,733149
2016/7/7,A55361,ABC1081,740,64,47360
2016/7/7,A60740,ABC1082,5131,77,395087
2016/7/7,A1389,ABC1083,5773,53,305969
2016/7/7,A92406,ABC1084,7780,2,15560
2016/7/7,A38215,ABC1085,5592,53,296376
2016/7/7,A93925,ABC1086,1514,46,69644
2016/7/7,A64749,ABC1087,9605,18,172890
2016/7/7,A26242,ABC1088,3398,43,146114
2016/7/7,A53652,ABC1089,8197,73,598381
2016/7/7,A41120,ABC1090,2742,66,180972
2016/7/7,A53649,ABC1091,193,8,1544
2016/7/7,A31714,ABC1092,2840,14,39760
2016/7/7,A53812,ABC1093,1196,69,82524
2016/7/7,A1521,ABC1094,486,34,16524
2016/7/7,A52974,ABC1095,3127,55,171985
2016/7/7,A12495,ABC1096,2631,54,142074
2016/7/7,A11854,ABC1097,3544,99,350856
2016/7/7,A11505,ABC1098,6576,58,381408
2016/7/7,A98532,ABC1099,5299,50,264950
2016/7/7,A79487,ABC1100,1420,61,86620
2016/7/8,A94538,ABC1001,422,85,35870
2016/7/8,A61906,ABC1002,2519,4,10076
2016/7/8,A48486,ABC1003,5140,34,174760
2016/7/8,A80788,ABC1004,6253,16,100048
2016/7/8,A51268,ABC1005,4324,11,47564
2016/7/8,A76792,ABC1006,3979,51,202929
2016/7/8,A29956,ABC1007,9409,83,780947
2016/7/8,A39065,ABC1008,101,36,3636
2016/7/8,A63793,ABC1009,6284,95,596980
2016/7/8,A3611,ABC1010,30,75,2250
2016/7/8,A22853,ABC1011,5617,19,106723
2016/7/8,A21325,ABC1012,962,86,82732
2016/7/8,A81164,ABC1013,6065,82,497330
2016/7/8,A61484,ABC1014,5016,91,456456
2016/7/8,A31921,ABC1015,7608,77,585816
2016/7/8,A25580,ABC1016,9308,77,716716
2016/7/8,A12161,ABC1017,9215,98,903070
2016/7/8,A87516,ABC1018,8050,31,249550
2016/7/8,A22290,ABC1019,4452,7,31164
2016/7/8,A39980,ABC1020,5498,15,82470
2016/7/8,A22588,ABC1021,8114,93,754602
2016/7/8,A6212,ABC1022,3560,27,96120
2016/7/8,A25250,ABC1023,3942,50,197100
2016/7/8,A54404,ABC1024,5097,55,280335
2016/7/8,A97917,ABC1025,7447,50,372350
2016/7/8,A26488,ABC1026,7067,94,664298
2016/7/8,A39109,ABC1027,4259,32,136288
2016/7/8,A1130,ABC1028,503,70,35210
2016/7/8,A36036,ABC1029,9875,99,977625
2016/7/8,A14774,ABC1030,9600,30,288000
2016/7/8,A32257,ABC1031,4605,57,262485
2016/7/8,A38001,ABC1032,4616,14,64624
2016/7/8,A92706,ABC1033,7086,73,517278
2016/7/8,A14082,ABC1034,650,28,18200
2016/7/8,A78552,ABC1035,84,89,7476
2016/7/8,A32380,ABC1036,5822,28,163016
2016/7/8,A38919,ABC1037,4356,28,121968
2016/7/8,A26968,ABC1038,7429,33,245157
2016/7/8,A32950,ABC1039,1882,44,82808
2016/7/8,A65422,ABC1040,1311,20,26220
2016/7/8,A12280,ABC1041,8311,14,116354
2016/7/8,A71155,ABC1042,9811,25,245275
2016/7/8,A64303,ABC1043,5319,16,85104
2016/7/8,A63298,ABC1044,5758,78,449124
2016/7/8,A22333,ABC1045,1181,59,69679
2016/7/8,A1354,ABC1046,1484,9,13356
2016/7/8,A10765,ABC1047,5018,73,366314
2016/7/8,A12336,ABC1048,9870,2,19740
2016/7/8,A66564,ABC1049,4869,11,53559
2016/7/8,A33032,ABC1050,3467,59,204553
2016/7/8,A67872,ABC1051,1711,5,8555
2016/7/8,A51255,ABC1052,2010,57,114570
2016/7/8,A78049,ABC1053,1844,59,108796
2016/7/8,A87877,ABC1054,3284,78,256152
2016/7/8,A71299,ABC1055,8432,58,489056
2016/7/8,A36146,ABC1056,6360,14,89040
2016/7/8,A19155,ABC1057,2157,26,56082
2016/7/8,A25345,ABC1058,9178,68,624104
2016/7/8,A63802,ABC1059,5252,88,462176
2016/7/8,A25221,ABC1060,1982,93,184326
2016/7/8,A62369,ABC1061,7168,85,609280
2016/7/8,A4886,ABC1062,9682,100,968200
2016/7/8,A29801,ABC1063,7855,37,290635
2016/7/8,A37522,ABC1064,5756,82,471992
2016/7/8,A96256,ABC1065,2994,38,113772
2016/7/8,A60446,ABC1066,8859,36,318924
2016/7/8,A61820,ABC1067,2526,90,227340
2016/7/8,A35542,ABC1068,3805,90,342450
2016/7/8,A28093,ABC1069,6895,5,34475
2016/7/8,A36769,ABC1070,8520,45,383400
2016/7/8,A41704,ABC1071,3113,5,15565
2016/7/8,A42795,ABC1072,8508,28,238224
2016/7/8,A33281,ABC1073,9599,8,76792
2016/7/8,A53873,ABC1074,1955,63,123165
2016/7/8,A94359,ABC1075,5848,56,327488
2016/7/8,A61489,ABC1076,6178,96,593088
2016/7/8,A95926,ABC1077,8816,76,670016
2016/7/8,A14532,ABC1078,3379,50,168950
2016/7/8,A6503,ABC1079,1839,91,167349
2016/7/8,A75743,ABC1080,8427,92,775284
2016/7/8,A72972,ABC1081,740,15,11100
2016/7/8,A40350,ABC1082,5131,45,230895
2016/7/8,A89704,ABC1083,5773,32,184736
2016/7/8,A93404,ABC1084,7780,10,77800
2016/7/8,A29811,ABC1085,5592,29,162168
2016/7/8,A29755,ABC1086,1514,13,19682
2016/7/8,A79628,ABC1087,9605,95,912475
2016/7/8,A46837,ABC1088,3398,20,67960
2016/7/8,A2500,ABC1089,8197,28,229516
2016/7/8,A28619,ABC1090,2742,58,159036
2016/7/8,A97063,ABC1091,193,27,5211
2016/7/8,A79009,ABC1092,2840,32,90880
2016/7/8,A85348,ABC1093,1196,66,78936
2016/7/8,A95968,ABC1094,486,76,36936
2016/7/8,A1104,ABC1095,3127,27,84429
2016/7/8,A64039,ABC1096,2631,13,34203
2016/7/8,A94341,ABC1097,3544,0,0
2016/7/8,A48633,ABC1098,6576,54,355104
2016/7/8,A56957,ABC1099,5299,43,227857
2016/7/8,A9356,ABC1100,1420,25,35500
2016/7/9,A22191,ABC1001,422,46,19412
2016/7/9,A24217,ABC1002,2519,48,120912
2016/7/9,A27920,ABC1003,5140,94,483160
2016/7/9,A92226,ABC1004,6253,56,350168
2016/7/9,A48906,ABC1005,4324,46,198904
2016/7/9,A28796,ABC1006,3979,71,282509
2016/7/9,A96354,ABC1007,9409,70,658630
2016/7/9,A47454,ABC1008,101,63,6363
2016/7/9,A68025,ABC1009,6284,88,552992
2016/7/9,A58852,ABC1010,30,57,1710
2016/7/9,A3440,ABC1011,5617,68,381956
2016/7/9,A95341,ABC1012,962,91,87542
2016/7/9,A4128,ABC1013,6065,59,357835
2016/7/9,A84696,ABC1014,5016,47,235752
2016/7/9,A96441,ABC1015,7608,32,243456
2016/7/9,A12783,ABC1016,9308,11,102388
2016/7/9,A60863,ABC1017,9215,2,18430
2016/7/9,A99568,ABC1018,8050,63,507150
2016/7/9,A26845,ABC1019,4452,81,360612
2016/7/9,A48419,ABC1020,5498,89,489322
2016/7/9,A83528,ABC1021,8114,69,559866
2016/7/9,A48987,ABC1022,3560,64,227840
2016/7/9,A53618,ABC1023,3942,85,335070
2016/7/9,A47933,ABC1024,5097,79,402663
2016/7/9,A77411,ABC1025,7447,18,134046
2016/7/9,A52111,ABC1026,7067,87,614829
2016/7/9,A30728,ABC1027,4259,6,25554
2016/7/9,A7320,ABC1028,503,96,48288
2016/7/9,A69959,ABC1029,9875,70,691250
2016/7/9,A15003,ABC1030,9600,93,892800
2016/7/9,A64655,ABC1031,4605,48,221040
2016/7/9,A7796,ABC1032,4616,85,392360
2016/7/9,A54621,ABC1033,7086,49,347214
2016/7/9,A44773,ABC1034,650,70,45500
2016/7/9,A19654,ABC1035,84,90,7560
2016/7/9,A93838,ABC1036,5822,80,465760
2016/7/9,A14301,ABC1037,4356,62,270072
2016/7/9,A59281,ABC1038,7429,76,564604
2016/7/9,A89942,ABC1039,1882,13,24466
2016/7/9,A11790,ABC1040,1311,57,74727
2016/7/9,A79987,ABC1041,8311,29,241019
2016/7/9,A35547,ABC1042,9811,22,215842
2016/7/9,A24824,ABC1043,5319,89,473391
2016/7/9,A99298,ABC1044,5758,5,28790
2016/7/9,A82985,ABC1045,1181,87,102747
2016/7/9,A97184,ABC1046,1484,5,7420
2016/7/9,A54158,ABC1047,5018,94,471692
2016/7/9,A95267,ABC1048,9870,95,937650
2016/7/9,A96742,ABC1049,4869,87,423603
2016/7/9,A38060,ABC1050,3467,53,183751
2016/7/9,A53462,ABC1051,1711,42,71862
2016/7/9,A7174,ABC1052,2010,95,190950
2016/7/9,A12396,ABC1053,1844,6,11064
2016/7/9,A48358,ABC1054,3284,50,164200
2016/7/9,A90524,ABC1055,8432,84,708288
2016/7/9,A7282,ABC1056,6360,60,381600
2016/7/9,A28760,ABC1057,2157,49,105693
2016/7/9,A57899,ABC1058,9178,68,624104
2016/7/9,A27188,ABC1059,5252,99,519948
2016/7/9,A73116,ABC1060,1982,73,144686
2016/7/9,A52835,ABC1061,7168,43,308224
2016/7/9,A96098,ABC1062,9682,72,697104
2016/7/9,A82561,ABC1063,7855,4,31420
2016/7/9,A47060,ABC1064,5756,47,270532
2016/7/9,A40784,ABC1065,2994,89,266466
2016/7/9,A80788,ABC1066,8859,88,779592
2016/7/9,A4917,ABC1067,2526,17,42942
2016/7/9,A22288,ABC1068,3805,100,380500
2016/7/9,A9865,ABC1069,6895,4,27580
2016/7/9,A50621,ABC1070,8520,49,417480
2016/7/9,A49077,ABC1071,3113,30,93390
2016/7/9,A47876,ABC1072,8508,60,510480
2016/7/9,A17044,ABC1073,9599,99,950301
2016/7/9,A79479,ABC1074,1955,78,152490
2016/7/9,A225,ABC1075,5848,48,280704
2016/7/9,A94687,ABC1076,6178,80,494240
2016/7/9,A1903,ABC1077,8816,87,766992
2016/7/9,A6847,ABC1078,3379,84,283836
2016/7/9,A604,ABC1079,1839,47,86433
2016/7/9,A23686,ABC1080,8427,14,117978
2016/7/9,A45225,ABC1081,740,36,26640
2016/7/9,A74089,ABC1082,5131,92,472052
2016/7/9,A12789,ABC1083,5773,25,144325
2016/7/9,A8306,ABC1084,7780,54,420120
2016/7/9,A60146,ABC1085,5592,65,363480
2016/7/9,A10221,ABC1086,1514,24,36336
2016/7/9,A90231,ABC1087,9605,91,874055
2016/7/9,A73677,ABC1088,3398,75,254850
2016/7/9,A71450,ABC1089,8197,27,221319
2016/7/9,A21849,ABC1090,2742,67,183714
2016/7/9,A33549,ABC1091,193,31,5983
2016/7/9,A18711,ABC1092,2840,10,28400
2016/7/9,A61058,ABC1093,1196,0,0
2016/7/9,A57519,ABC1094,486,63,30618
2016/7/9,A82161,ABC1095,3127,81,253287
2016/7/9,A77810,ABC1096,2631,37,97347
2016/7/9,A78066,ABC1097,3544,25,88600
2016/7/9,A33885,ABC1098,6576,38,249888
2016/7/9,A50986,ABC1099,5299,72,381528
2016/7/9,A51531,ABC1100,1420,35,49700
2016/7/10,A99831,ABC1001,422,8,3376
2016/7/10,A11852,ABC1002,2519,78,196482
2016/7/10,A50620,ABC1003,5140,89,457460
2016/7/10,A87400,ABC1004,6253,44,275132
2016/7/10,A56115,ABC1005,4324,93,402132
2016/7/10,A5229,ABC1006,3979,4,15916
2016/7/10,A74067,ABC1007,9409,42,395178
2016/7/10,A99886,ABC1008,101,56,5656
2016/7/10,A29801,ABC1009,6284,72,452448
2016/7/10,A33649,ABC1010,30,7,210
2016/7/10,A50932,ABC1011,5617,6,33702
2016/7/10,A8204,ABC1012,962,99,95238
2016/7/10,A89261,ABC1013,6065,25,151625
2016/7/10,A39242,ABC1014,5016,14,70224
2016/7/10,A50639,ABC1015,7608,29,220632
2016/7/10,A53394,ABC1016,9308,11,102388
2016/7/10,A57879,ABC1017,9215,4,36860
2016/7/10,A76146,ABC1018,8050,48,386400
2016/7/10,A99647,ABC1019,4452,2,8904
2016/7/10,A92037,ABC1020,5498,4,21992
2016/7/10,A3072,ABC1021,8114,49,397586
2016/7/10,A6826,ABC1022,3560,36,128160
2016/7/10,A42248,ABC1023,3942,90,354780
2016/7/10,A51304,ABC1024,5097,17,86649
2016/7/10,A79614,ABC1025,7447,21,156387
2016/7/10,A11833,ABC1026,7067,50,353350
2016/7/10,A55388,ABC1027,4259,8,34072
2016/7/10,A63826,ABC1028,503,62,31186
2016/7/10,A81894,ABC1029,9875,19,187625
2016/7/10,A75791,ABC1030,9600,49,470400
2016/7/10,A35957,ABC1031,4605,62,285510
2016/7/10,A40539,ABC1032,4616,60,276960
2016/7/10,A88529,ABC1033,7086,36,255096
2016/7/10,A60850,ABC1034,650,73,47450
2016/7/10,A79156,ABC1035,84,97,8148
2016/7/10,A74619,ABC1036,5822,36,209592
2016/7/10,A45,ABC1037,4356,53,230868
2016/7/10,A737,ABC1038,7429,22,163438
2016/7/10,A47474,ABC1039,1882,88,165616
2016/7/10,A41960,ABC1040,1311,26,34086
2016/7/10,A65921,ABC1041,8311,16,132976
2016/7/10,A45864,ABC1042,9811,34,333574
2016/7/10,A33073,ABC1043,5319,80,425520
2016/7/10,A15719,ABC1044,5758,12,69096
2016/7/10,A3936,ABC1045,1181,9,10629
2016/7/10,A61947,ABC1046,1484,94,139496
2016/7/10,A20685,ABC1047,5018,30,150540
2016/7/10,A34458,ABC1048,9870,17,167790
2016/7/10,A90951,ABC1049,4869,82,399258
2016/7/10,A23252,ABC1050,3467,51,176817
2016/7/10,A12579,ABC1051,1711,90,153990
2016/7/10,A64154,ABC1052,2010,51,102510
2016/7/10,A22485,ABC1053,1844,81,149364
2016/7/10,A97113,ABC1054,3284,63,206892
2016/7/10,A78340,ABC1055,8432,20,168640
2016/7/10,A87942,ABC1056,6360,51,324360
2016/7/10,A80843,ABC1057,2157,32,69024
2016/7/10,A84235,ABC1058,9178,61,559858
2016/7/10,A79534,ABC1059,5252,12,63024
2016/7/10,A65311,ABC1060,1982,46,91172
2016/7/10,A573,ABC1061,7168,91,652288
2016/7/10,A73132,ABC1062,9682,75,726150
2016/7/10,A26425,ABC1063,7855,25,196375
2016/7/10,A63265,ABC1064,5756,25,143900
2016/7/10,A21503,ABC1065,2994,80,239520
2016/7/10,A28036,ABC1066,8859,20,177180
2016/7/10,A2764,ABC1067,2526,15,37890
2016/7/10,A92369,ABC1068,3805,71,270155
2016/7/10,A46890,ABC1069,6895,18,124110
2016/7/10,A91201,ABC1070,8520,49,417480
2016/7/10,A39144,ABC1071,3113,21,65373
2016/7/10,A19891,ABC1072,8508,94,799752
2016/7/10,A93027,ABC1073,9599,21,201579
2016/7/10,A36420,ABC1074,1955,40,78200
2016/7/10,A97170,ABC1075,5848,63,368424
2016/7/10,A8081,ABC1076,6178,100,617800
2016/7/10,A8425,ABC1077,8816,54,476064
2016/7/10,A13950,ABC1078,3379,100,337900
2016/7/10,A38537,ABC1079,1839,64,117696
2016/7/10,A35467,ABC1080,8427,68,573036
2016/7/10,A67115,ABC1081,740,11,8140
2016/7/10,A29938,ABC1082,5131,8,41048
2016/7/10,A93654,ABC1083,5773,24,138552
2016/7/10,A38365,ABC1084,7780,62,482360
2016/7/10,A6842,ABC1085,5592,22,123024
2016/7/10,A15160,ABC1086,1514,27,40878
2016/7/10,A51972,ABC1087,9605,2,19210
2016/7/10,A9333,ABC1088,3398,67,227666
2016/7/10,A14578,ABC1089,8197,98,803306
2016/7/10,A84668,ABC1090,2742,33,90486
2016/7/10,A4903,ABC1091,193,39,7527
2016/7/10,A79270,ABC1092,2840,22,62480
2016/7/10,A28008,ABC1093,1196,12,14352
2016/7/10,A50773,ABC1094,486,46,22356
2016/7/10,A57278,ABC1095,3127,67,209509
2016/7/10,A85952,ABC1096,2631,98,257838
2016/7/10,A24230,ABC1097,3544,38,134672
2016/7/10,A704,ABC1098,6576,18,118368
2016/7/10,A82364,ABC1099,5299,81,429219
2016/7/10,A14119,ABC1100,1420,94,133480
2016/7/11,A42114,ABC1001,422,12,5064
2016/7/11,A62095,ABC1002,2519,60,151140
2016/7/11,A43727,ABC1003,5140,71,364940
2016/7/11,A21315,ABC1004,6253,8,50024
2016/7/11,A62556,ABC1005,4324,84,363216
2016/7/11,A70349,ABC1006,3979,37,147223
2016/7/11,A897,ABC1007,9409,33,310497
2016/7/11,A1097,ABC1008,101,11,1111
2016/7/11,A96238,ABC1009,6284,65,408460
2016/7/11,A9531,ABC1010,30,76,2280
2016/7/11,A86696,ABC1011,5617,20,112340
2016/7/11,A92593,ABC1012,962,4,3848
2016/7/11,A68719,ABC1013,6065,21,127365
2016/7/11,A7594,ABC1014,5016,91,456456
2016/7/11,A2469,ABC1015,7608,15,114120
2016/7/11,A29483,ABC1016,9308,0,0
2016/7/11,A30321,ABC1017,9215,96,884640
2016/7/11,A67857,ABC1018,8050,24,193200
2016/7/11,A23446,ABC1019,4452,55,244860
2016/7/11,A84293,ABC1020,5498,61,335378
2016/7/11,A67939,ABC1021,8114,96,778944
2016/7/11,A19921,ABC1022,3560,88,313280
2016/7/11,A57430,ABC1023,3942,28,110376
2016/7/11,A30889,ABC1024,5097,90,458730
2016/7/11,A4096,ABC1025,7447,98,729806
2016/7/11,A77314,ABC1026,7067,49,346283
2016/7/11,A99460,ABC1027,4259,68,289612
2016/7/11,A23525,ABC1028,503,22,11066
2016/7/11,A31859,ABC1029,9875,98,967750
2016/7/11,A78039,ABC1030,9600,47,451200
2016/7/11,A81918,ABC1031,4605,60,276300
2016/7/11,A18941,ABC1032,4616,65,300040
2016/7/11,A32663,ABC1033,7086,36,255096
2016/7/11,A78487,ABC1034,650,3,1950
2016/7/11,A69089,ABC1035,84,67,5628
2016/7/11,A3293,ABC1036,5822,36,209592
2016/7/11,A81749,ABC1037,4356,5,21780
2016/7/11,A65603,ABC1038,7429,37,274873
2016/7/11,A75979,ABC1039,1882,1,1882
2016/7/11,A33091,ABC1040,1311,34,44574
2016/7/11,A53679,ABC1041,8311,58,482038
2016/7/11,A64622,ABC1042,9811,34,333574
2016/7/11,A32764,ABC1043,5319,65,345735
2016/7/11,A89772,ABC1044,5758,67,385786
2016/7/11,A99854,ABC1045,1181,16,18896
2016/7/11,A40984,ABC1046,1484,95,140980
2016/7/11,A40823,ABC1047,5018,88,441584
2016/7/11,A14982,ABC1048,9870,27,266490
2016/7/11,A10216,ABC1049,4869,11,53559
2016/7/11,A462,ABC1050,3467,54,187218
2016/7/11,A19525,ABC1051,1711,82,140302
2016/7/11,A68298,ABC1052,2010,48,96480
2016/7/11,A19158,ABC1053,1844,34,62696
2016/7/11,A10738,ABC1054,3284,59,193756
2016/7/11,A59106,ABC1055,8432,30,252960
2016/7/11,A51685,ABC1056,6360,39,248040
2016/7/11,A76850,ABC1057,2157,19,40983
2016/7/11,A75597,ABC1058,9178,15,137670
2016/7/11,A66817,ABC1059,5252,40,210080
2016/7/11,A18364,ABC1060,1982,23,45586
2016/7/11,A28671,ABC1061,7168,99,709632
2016/7/11,A95441,ABC1062,9682,5,48410
2016/7/11,A36802,ABC1063,7855,23,180665
2016/7/11,A39176,ABC1064,5756,33,189948
2016/7/11,A27403,ABC1065,2994,98,293412
2016/7/11,A67686,ABC1066,8859,24,212616
2016/7/11,A81071,ABC1067,2526,52,131352
2016/7/11,A58249,ABC1068,3805,92,350060
2016/7/11,A26731,ABC1069,6895,29,199955
2016/7/11,A97381,ABC1070,8520,68,579360
2016/7/11,A40760,ABC1071,3113,9,28017
2016/7/11,A61014,ABC1072,8508,40,340320
2016/7/11,A66997,ABC1073,9599,52,499148
2016/7/11,A7025,ABC1074,1955,8,15640
2016/7/11,A78980,ABC1075,5848,11,64328
2016/7/11,A15271,ABC1076,6178,39,240942
2016/7/11,A77242,ABC1077,8816,56,493696
2016/7/11,A81833,ABC1078,3379,15,50685
2016/7/11,A85373,ABC1079,1839,52,95628
2016/7/11,A64880,ABC1080,8427,54,455058
2016/7/11,A30410,ABC1081,740,28,20720
2016/7/11,A92516,ABC1082,5131,17,87227
2016/7/11,A10021,ABC1083,5773,28,161644
2016/7/11,A62195,ABC1084,7780,49,381220
2016/7/11,A30936,ABC1085,5592,81,452952
2016/7/11,A94743,ABC1086,1514,33,49962
2016/7/11,A9033,ABC1087,9605,46,441830
2016/7/11,A73444,ABC1088,3398,68,231064
2016/7/11,A21327,ABC1089,8197,59,483623
2016/7/11,A19490,ABC1090,2742,7,19194
2016/7/11,A83179,ABC1091,193,15,2895
2016/7/11,A61493,ABC1092,2840,82,232880
2016/7/11,A9900,ABC1093,1196,75,89700
2016/7/11,A79994,ABC1094,486,51,24786
2016/7/11,A99768,ABC1095,3127,21,65667
2016/7/11,A96394,ABC1096,2631,92,242052
2016/7/11,A95667,ABC1097,3544,46,163024
2016/7/11,A5864,ABC1098,6576,66,434016
2016/7/11,A13510,ABC1099,5299,20,105980
2016/7/11,A60114,ABC1100,1420,99,140580
2016/7/12,A37745,ABC1001,422,44,18568
2016/7/12,A70605,ABC1002,2519,39,98241
2016/7/12,A11835,ABC1003,5140,73,375220
2016/7/12,A66588,ABC1004,6253,59,368927
2016/7/12,A87985,ABC1005,4324,9,38916
2016/7/12,A63970,ABC1006,3979,28,111412
2016/7/12,A52548,ABC1007,9409,47,442223
2016/7/12,A76040,ABC1008,101,12,1212
2016/7/12,A53999,ABC1009,6284,31,194804
2016/7/12,A23001,ABC1010,30,25,750
2016/7/12,A62963,ABC1011,5617,23,129191
2016/7/12,A6278,ABC1012,962,14,13468
2016/7/12,A19539,ABC1013,6065,11,66715
2016/7/12,A95797,ABC1014,5016,80,401280
2016/7/12,A63626,ABC1015,7608,35,266280
2016/7/12,A27449,ABC1016,9308,9,83772
2016/7/12,A32894,ABC1017,9215,32,294880
2016/7/12,A82136,ABC1018,8050,55,442750
2016/7/12,A95458,ABC1019,4452,91,405132
2016/7/12,A33511,ABC1020,5498,94,516812
2016/7/12,A10239,ABC1021,8114,100,811400
2016/7/12,A67121,ABC1022,3560,92,327520
2016/7/12,A22788,ABC1023,3942,68,268056
2016/7/12,A64676,ABC1024,5097,22,112134
2016/7/12,A53056,ABC1025,7447,81,603207
2016/7/12,A41080,ABC1026,7067,33,233211
2016/7/12,A55455,ABC1027,4259,82,349238
2016/7/12,A35656,ABC1028,503,67,33701
2016/7/12,A54899,ABC1029,9875,62,612250
2016/7/12,A62163,ABC1030,9600,92,883200
2016/7/12,A62449,ABC1031,4605,37,170385
2016/7/12,A4883,ABC1032,4616,26,120016
2016/7/12,A28235,ABC1033,7086,83,588138
2016/7/12,A66471,ABC1034,650,38,24700
2016/7/12,A69345,ABC1035,84,92,7728
2016/7/12,A28709,ABC1036,5822,54,314388
2016/7/12,A73843,ABC1037,4356,48,209088
2016/7/12,A15540,ABC1038,7429,69,512601
2016/7/12,A62553,ABC1039,1882,62,116684
2016/7/12,A51455,ABC1040,1311,80,104880
2016/7/12,A39035,ABC1041,8311,44,365684
2016/7/12,A99188,ABC1042,9811,39,382629
2016/7/12,A41073,ABC1043,5319,36,191484
2016/7/12,A16773,ABC1044,5758,82,472156
2016/7/12,A25718,ABC1045,1181,8,9448
2016/7/12,A71491,ABC1046,1484,97,143948
2016/7/12,A74739,ABC1047,5018,20,100360
2016/7/12,A25611,ABC1048,9870,3,29610
2016/7/12,A68301,ABC1049,4869,16,77904
2016/7/12,A29412,ABC1050,3467,94,325898
2016/7/12,A33046,ABC1051,1711,84,143724
2016/7/12,A73467,ABC1052,2010,44,88440
2016/7/12,A67618,ABC1053,1844,18,33192
2016/7/12,A6445,ABC1054,3284,14,45976
2016/7/12,A8621,ABC1055,8432,20,168640
2016/7/12,A37566,ABC1056,6360,44,279840
2016/7/12,A86925,ABC1057,2157,60,129420
2016/7/12,A21522,ABC1058,9178,71,651638
2016/7/12,A72934,ABC1059,5252,37,194324
2016/7/12,A25490,ABC1060,1982,66,130812
2016/7/12,A97145,ABC1061,7168,93,666624
2016/7/12,A736,ABC1062,9682,63,609966
2016/7/12,A25365,ABC1063,7855,53,416315
2016/7/12,A3715,ABC1064,5756,100,575600
2016/7/12,A1609,ABC1065,2994,51,152694
2016/7/12,A51105,ABC1066,8859,15,132885
2016/7/12,A39977,ABC1067,2526,49,123774
2016/7/12,A49320,ABC1068,3805,53,201665
2016/7/12,A73340,ABC1069,6895,35,241325
2016/7/12,A66576,ABC1070,8520,49,417480
2016/7/12,A42252,ABC1071,3113,3,9339
2016/7/12,A26886,ABC1072,8508,14,119112
2016/7/12,A28055,ABC1073,9599,63,604737
2016/7/12,A50940,ABC1074,1955,62,121210
2016/7/12,A22751,ABC1075,5848,47,274856
2016/7/12,A78119,ABC1076,6178,57,352146
2016/7/12,A25249,ABC1077,8816,19,167504
2016/7/12,A66288,ABC1078,3379,3,10137
2016/7/12,A21212,ABC1079,1839,88,161832
2016/7/12,A423,ABC1080,8427,84,707868
2016/7/12,A4718,ABC1081,740,81,59940
2016/7/12,A62332,ABC1082,5131,68,348908
2016/7/12,A77253,ABC1083,5773,99,571527
2016/7/12,A41650,ABC1084,7780,22,171160
2016/7/12,A76925,ABC1085,5592,80,447360
2016/7/12,A5688,ABC1086,1514,60,90840
2016/7/12,A60819,ABC1087,9605,93,893265
2016/7/12,A48943,ABC1088,3398,45,152910
2016/7/12,A56343,ABC1089,8197,100,819700
2016/7/12,A43809,ABC1090,2742,27,74034
2016/7/12,A75213,ABC1091,193,2,386
2016/7/12,A36485,ABC1092,2840,76,215840
2016/7/12,A8290,ABC1093,1196,89,106444
2016/7/12,A22402,ABC1094,486,33,16038
2016/7/12,A13707,ABC1095,3127,29,90683
2016/7/12,A75303,ABC1096,2631,4,10524
2016/7/12,A34579,ABC1097,3544,34,120496
2016/7/12,A51374,ABC1098,6576,22,144672
2016/7/12,A18159,ABC1099,5299,93,492807
2016/7/12,A58534,ABC1100,1420,42,59640
2016/7/13,A10089,ABC1001,422,71,29962
2016/7/13,A36095,ABC1002,2519,88,221672
2016/7/13,A18235,ABC1003,5140,97,498580
2016/7/13,A3268,ABC1004,6253,28,175084
2016/7/13,A79634,ABC1005,4324,19,82156
2016/7/13,A35721,ABC1006,3979,63,250677
2016/7/13,A38069,ABC1007,9409,34,319906
2016/7/13,A55127,ABC1008,101,64,6464
2016/7/13,A25359,ABC1009,6284,25,157100
2016/7/13,A90259,ABC1010,30,64,1920
2016/7/13,A76075,ABC1011,5617,54,303318
2016/7/13,A17470,ABC1012,962,91,87542
2016/7/13,A62422,ABC1013,6065,9,54585
2016/7/13,A37757,ABC1014,5016,96,481536
2016/7/13,A98170,ABC1015,7608,45,342360
2016/7/13,A25524,ABC1016,9308,75,698100
2016/7/13,A59309,ABC1017,9215,94,866210
2016/7/13,A99562,ABC1018,8050,56,450800
2016/7/13,A55762,ABC1019,4452,87,387324
2016/7/13,A7147,ABC1020,5498,86,472828
2016/7/13,A66530,ABC1021,8114,17,137938
2016/7/13,A32381,ABC1022,3560,29,103240
2016/7/13,A6431,ABC1023,3942,80,315360
2016/7/13,A58214,ABC1024,5097,31,158007
2016/7/13,A42973,ABC1025,7447,99,737253
2016/7/13,A38028,ABC1026,7067,82,579494
2016/7/13,A6602,ABC1027,4259,24,102216
2016/7/13,A42173,ABC1028,503,11,5533
2016/7/13,A57621,ABC1029,9875,9,88875
2016/7/13,A98885,ABC1030,9600,37,355200
2016/7/13,A57916,ABC1031,4605,99,455895
2016/7/13,A29190,ABC1032,4616,86,396976
2016/7/13,A26202,ABC1033,7086,28,198408
2016/7/13,A57831,ABC1034,650,50,32500
2016/7/13,A49302,ABC1035,84,77,6468
2016/7/13,A67616,ABC1036,5822,51,296922
2016/7/13,A58754,ABC1037,4356,48,209088
2016/7/13,A94757,ABC1038,7429,19,141151
2016/7/13,A53826,ABC1039,1882,86,161852
